0.363867,0.376736,0.475163,0.521147,0.165618,0.537445,0.122116,0.774539,0.151246,0.995312,0.775158,0.504799,0.871902,0.665569,0.993032,0.81807,0.547785,0.995293,0.330226,0.99529,0,0,0,0,0.717253,0.995278,0,0,0,0,0.267325,0.314132,0.518892,0.335909,0.165737,0.322243,0.750932,0.384948
0.363867,0.376736,0.475163,0.521147,0.165618,0.537445,0.122116,0.774539,0.151246,0.995312,0.775158,0.504799,0.871902,0.665569,0.993032,0.81807,0.547786,0.995293,0.330226,0.99529,0,0,0,0,0.717253,0.995278,0,0,0,0,0.267324,0.314132,0.518892,0.335909,0.165736,0.322243,0.750932,0.384948
0.364114,0.376624,0.460838,0.513042,0.156035,0.534828,0.117406,0.774519,0.165677,0.995309,0.780035,0.491174,0.871841,0.665581,0.993029,0.823549,0.528455,0.995293,0.330167,0.995292,0,0,0,0,0.712276,0.995275,0,0,0,0,0.276919,0.31398,0.523475,0.335846,0.170366,0.322254,0.75102,0.384919
0.364076,0.371289,0.465653,0.51567,0.155991,0.532028,0.10771,0.774521,0.146345,0.995313,0.775148,0.502054,0.867295,0.662892,0.993009,0.829007,0.523662,0.99529,0.325238,0.995286,0,0,0,0,0.712366,0.995272,0,0,0,0,0.277016,0.313888,0.518979,0.335722,0.170334,0.316846,0.750921,0.384931
0.363888,0.365888,0.460823,0.521141,0.14161,0.53205,0.0980686,0.774459,0.146453,0.995313,0.760764,0.512946,0.867124,0.670999,0.993018,0.837205,0.5189,0.995281,0.320514,0.995278,0,0,0,0,0.702702,0.995272,0,0,0,0,0.276843,0.31125,0.518751,0.333073,0.170386,0.311291,0.746204,0.384895
0.363971,0.363149,0.470475,0.537555,0.141456,0.532102,0.093265,0.774471,0.151172,0.995318,0.775142,0.551062,0.993002,0.820855,0.993057,0.853518,0.518746,0.995283,0.320434,0.995282,0,0,0,0,0.702655,0.995272,0,0,0,0,0.272053,0.305885,0.518766,0.327684,0.170437,0.303138,0.746043,0.382314
0.364088,0.360358,0.446343,0.526583,0.136679,0.532089,0.0834058,0.77463,0.136546,0.995318,0.751085,0.521149,0.857486,0.681886,0.992949,0.842727,0.5333,0.995277,0.320541,0.995287,0,0,0,0,0.707544,0.995261,0,0,0,0,0.272079,0.300439,0.518691,0.322177,0.17028,0.303201,0.746057,0.382182
0.364154,0.357709,0.446308,0.512975,0.131809,0.534677,0.0642174,0.780014,0.136709,0.995311,0.765533,0.491182,0.852616,0.684653,0.954422,0.856274,0.528436,0.995293,0.305961,0.995287,0,0,0,0,0.707546,0.99527,0,0,0,0,0.281614,0.29511,0.523544,0.316934,0.165725,0.305899,0.746023,0.382067
0.373651,0.357585,0.446241,0.523834,0.12701,0.532044,0.0545323,0.777314,0.131738,0.995315,0.750979,0.515676,0.838246,0.687356,0.949489,0.861658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286645,0.294954,0.528482,0.316798,0.165675,0.308624,0.746133,0.382089
0.402727,0.354866,0.44628,0.534857,0.122149,0.531967,0.0447553,0.788196,0.12222,0.99531,0.760681,0.540227,0.838249,0.703704,0.944672,0.877992,0.523525,0.995297,0,0,0,0,0,0,0,0,0,0,0,0,0.305933,0.294876,0.557414,0.316693,0.17536,0.300496,0.751137,0.379541
