0.364042,0.376694,0.47041,0.51843,0.16086,0.540197,0.122165,0.777266,0,0,0.784847,0.496597,0.872028,0.665528,0.992939,0.812689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272128,0.314036,0.523679,0.335852,0.1657,0.330394,0.750964,0.387604
0.364042,0.376694,0.47041,0.51843,0.16086,0.540197,0.122165,0.777265,0,0,0.784847,0.496597,0.872028,0.665529,0.992939,0.812689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272128,0.314036,0.523679,0.335852,0.1657,0.330394,0.750964,0.387604
0.368818,0.373973,0.465611,0.515696,0.156054,0.537493,0.122124,0.777243,0,0,0.784882,0.49117,0.872014,0.665586,0.992939,0.823562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281734,0.311341,0.523734,0.335817,0.170519,0.32497,0.751001,0.387592
0.368796,0.368569,0.465643,0.515703,0.156039,0.534747,0.112511,0.774557,0,0,0.780057,0.493892,0.8719,0.665532,0.992944,0.826301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281749,0.31128,0.523711,0.333137,0.170486,0.32221,0.750985,0.384921
0.364043,0.365826,0.460791,0.518431,0.141573,0.534764,0.102838,0.774537,0,0,0.775203,0.496608,0.867126,0.670987,0.992939,0.834441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276936,0.308569,0.523621,0.333071,0.170431,0.314043,0.746188,0.384905
0.364024,0.363102,0.460821,0.532054,0.141513,0.534766,0.097948,0.774537,0,0,0.765536,0.523867,0.867072,0.679185,0.992921,0.837235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272127,0.30317,0.523601,0.327682,0.165749,0.308591,0.741384,0.38489
0.364038,0.360357,0.451112,0.526572,0.136729,0.534742,0.0834877,0.774576,0,0,0.755835,0.518402,0.857428,0.681873,0.992922,0.842642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272139,0.30043,0.52359,0.32225,0.165679,0.305896,0.741352,0.382208
0.364097,0.357673,0.44633,0.521161,0.136631,0.534763,0.0737624,0.77725,0.136656,0.993893,0.755855,0.518403,0.857398,0.687333,0.992902,0.858958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.281751,0.297685,0.523739,0.319514,0.165639,0.303179,0.741347,0.382164
0.373729,0.357603,0.446307,0.526587,0.131841,0.534743,0.0544051,0.777272,0.13187,0.995261,0.751059,0.521133,0.842912,0.690075,0.95904,0.861744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.291386,0.294999,0.53334,0.316801,0.165722,0.303187,0.746156,0.37948
0.402751,0.354914,0.446334,0.532055,0.12703,0.532022,0.025411,0.779981,0.131791,0.993899,0.7559,0.532017,0.838135,0.703673,0.949362,0.87532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305939,0.294959,0.557496,0.316754,0.180198,0.300446,0.755826,0.376714
0.431754,0.352213,0.451126,0.534787,0.131822,0.532023,0.0205712,0.779987,0,0,0.760674,0.540204,0.838108,0.706426,0.939673,0.880778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33011,0.292259,0.581728,0.314089,0.194733,0.300462,0.765586,0.376682
0.45598,0.354889,0.46081,0.526592,0.131842,0.532012,0.0205699,0.779985,0,0,0.789684,0.521121,0.83811,0.709165,0.925127,0.891684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359201,0.292248,0.605936,0.316765,0.20924,0.297702,0.794542,0.365814
0.480146,0.35221,0.470402,0.523849,0.136671,0.529326,0.020578,0.779995,0,0,0.799378,0.515677,0.842943,0.711883,0.925159,0.897181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373699,0.292239,0.634885,0.316755,0.218893,0.297731,0.799454,0.365834
0.504314,0.352175,0.475291,0.526578,0.141512,0.529315,0.0205595,0.78269,0,0,0.80424,0.521132,0.852605,0.7119,0.92518,0.89988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.397845,0.292194,0.644613,0.314051,0.228597,0.305855,0.813951,0.360407
0.523606,0.352163,0.480085,0.521142,0.141579,0.526602,0.0205625,0.779987,0,0,0.813871,0.512955,0.857475,0.711895,0.934867,0.899878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407521,0.286818,0.659146,0.311344,0.238297,0.305841,0.823554,0.360311
0.533347,0.349451,0.484954,0.518406,0.151228,0.523839,0.049569,0.777258,0,0,0.813888,0.507499,0.867019,0.711869,0.944469,0.899843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422119,0.286775,0.678506,0.31404,0.247971,0.303136,0.828437,0.357661
0.552728,0.349452,0.494678,0.512987,0.165681,0.51843,0.0593115,0.774571,0.122138,0.992532,0.828421,0.502048,0.86717,0.711848,0.944519,0.89715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.441453,0.284053,0.69303,0.313993,0.252849,0.300455,0.833322,0.354914
0.572019,0.349447,0.50434,0.512928,0.175351,0.5157,0.0689452,0.771802,0.122135,0.981634,0.833225,0.493871,0.871937,0.711854,0.94937,0.897144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455984,0.27862,0.712271,0.311347,0.25767,0.297732,0.842967,0.352189
0.596205,0.349445,0.513997,0.507499,0.180215,0.515676,0.0834795,0.771816,0.136635,0.99525,0.847758,0.488455,0.876786,0.709102,0.954166,0.897152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.47531,0.275893,0.731643,0.311317,0.272123,0.30042,0.86222,0.346725
0.60115,0.344048,0.518837,0.502042,0.185058,0.512977,0.0979315,0.769081,0.141508,0.992519,0.852625,0.49113,0.88168,0.706433,0.959131,0.894431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484931,0.273228,0.741364,0.31132,0.276984,0.297685,0.862268,0.341342
0.615595,0.346759,0.51887,0.499328,0.189914,0.512976,0.102835,0.766343,0,0,0.857418,0.488403,0.891328,0.706358,0.959081,0.897114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49468,0.273215,0.750981,0.311347,0.286598,0.297719,0.862335,0.344002
0.625292,0.352173,0.523674,0.496618,0.194722,0.512952,0.107627,0.766364,0,0,0.857442,0.485694,0.900893,0.700967,0.992899,0.897131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509129,0.273228,0.751072,0.31401,0.286622,0.297725,0.862308,0.344024
0.625241,0.352217,0.523632,0.499345,0.194698,0.515655,0.10763,0.769059,0,0,0.852631,0.488422,0.900892,0.703684,0.992903,0.899858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.509141,0.278602,0.751055,0.31409,0.286631,0.300414,0.862289,0.346766
0.62045,0.354923,0.518841,0.502082,0.189862,0.51568,0.102836,0.769085,0,0,0.852586,0.491148,0.900921,0.706355,0.992901,0.899912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.499526,0.278647,0.751052,0.316801,0.281844,0.300421,0.86223,0.34945
0.610788,0.357607,0.514027,0.502052,0.180249,0.515701,0.0979995,0.771821,0,0,0.852608,0.488432,0.900947,0.706435,0.992905,0.905291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489861,0.284086,0.750949,0.319514,0.276966,0.300452,0.857387,0.346767
0.60589,0.360325,0.504338,0.507481,0.175365,0.51842,0.0930771,0.774523,0,0,0.842911,0.491165,0.900904,0.709143,0.992903,0.905379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.484949,0.289517,0.736539,0.322228,0.267323,0.303173,0.8429,0.346768
